Kovats.on.DB5,Compound.Name,Source,Data.From
1336,muurolene,Flavornet,estimate
1336,E-hasmigone,Adams Essential Oil Components,experiment
1337,methyl anthranilate,Flavornet,estimate
1337,methyl-anthranilate,Adams Essential Oil Components,experiment
1337,presilphiperfol-7-ene,Adams Essential Oil Components,experiment
1338,p-menthadienhydroperoxide,Flavornet,experiment
1338,p-methoxystyrene,Flavornet,estimate
1338,δ-EIemene,Adams Essential Oil Components,experiment
1339,acetyloxy-dimethylfuranone,Flavornet,estimate
1339,δ-EIemene,Lucero 2009,experiment
1339,δ-EIemene,Lucero 2009,experiment
1339,heptyl 2-methylbutyrate,Flavornet,estimate
1339,cis-Isosafrole,Adams Essential Oil Components,experiment
1339,1-phenyl pentan-3-one,Adams Essential Oil Components,experiment
1340,δ-EIemene,Flavornet,experiment
1340,evodone,Adams Essential Oil Components,experiment
1341,dimethoxy-E-citral,Adams Essential Oil Components,experiment
1341,5-indanol,Adams Essential Oil Components,experiment
1342,5-Ethyl-4-hydroxy-2-methyl-3(2H)-furanone,Flavornet,estimate
1342,3-hydroxy-4-phenyl-2-butanone,Adams Essential Oil Components,experiment
1342,trans-carvyl acetate,Adams Essential Oil Components,experiment
1343,butyl benzoate,Flavornet,estimate
1343,mentho thiophene,Adams Essential Oil Components,experiment
1343,piperitenone,Adams Essential Oil Components,experiment
1344,verbanol acetate,Adams Essential Oil Components,experiment
1345,7-epi-silphiperfol-5-ene,Lucero 2009,experiment
1345,α-Cubebene,Flavornet,experiment
1346,nicotine,Adams Essential Oil Components,experiment
1346,trans-piperitol acetate,Adams Essential Oil Components,experiment
1347,2-methoxybenzoic acid methyl ester,VOCbinbase,experiment
1347,benzyl butanoate,Adams Essential Oil Components,experiment
1348,7-epi-silphiperfol-5-ene,Adams Essential Oil Components,experiment
1349,"2,6-dimethoxy phenol",Adams Essential Oil Components,experiment
1349,α-terpinyl acetate,Adams Essential Oil Components,experiment
1350,2-undecenal,Flavornet,experiment
1350,4'-methoxy-Acetophenone,Adams Essential Oil Components,experiment
1350,neoiso-carvomenthyl acetate,Adams Essential Oil Components,experiment
1351,ethyl dihydrocinnamate,Flavornet,experiment
1351,α-Cubebene,Adams Essential Oil Components,experiment
1352,α-Cubebene,Lucero 2009,experiment
1352,α-Cubebene,Lucero 2009,experiment
1352,terpinyl acetate,Flavornet,estimate
1352,p-Acetanisole,Adams Essential Oil Components,experiment
1352,thymol acetate,Adams Essential Oil Components,experiment
1353,citronellyl acetate,Adams Essential Oil Components,experiment
1353,α-Longipinene,Adams Essential Oil Components,experiment
1354,ethyl nerolate,Adams Essential Oil Components,experiment
1354,2-phenyl ethyl propanoate,Adams Essential Oil Components,experiment
1355,1-undecanol,VOCbinbase,experiment
1355,"2,3,6-trimethyl benzaldehyde",Adams Essential Oil Components,experiment
1356,eugenol,Lucero 2009,experiment
1357,citronellyl acetate,Flavornet,experiment
1357,eugenol,Lucero 2009,experiment
1358,(Z)-α-damascone,Adams Essential Oil Components,experiment
1359,neoiso-dihydro carveol acetate,Adams Essential Oil Components,experiment
1359,eugenol,Adams Essential Oil Components,experiment
1360,decanoic acid,VOCbinbase,experiment
1360,"4a-α, 7-α, 7a-α nepetalactone",Adams Essential Oil Components,experiment
1361,γ-nonalactone,Adams Essential Oil Components,experiment
1361,"silphiperfol-4,7(14)-diene",Adams Essential Oil Components,experiment
1362,neryl acetate,Flavornet,estimate
1362,α-Cyclogeraniol,Adams Essential Oil Components,experiment
1362,hydroxy citronellol,Adams Essential Oil Components,experiment
1362,neryl acetate,Adams Essential Oil Components,experiment
1363,Nerol acetate,VOCbinbase,experiment
1363,octadecanal,Adams Essential Oil Components,experiment
1364,eugenol,Flavornet,experiment
1364,(Z)-β-Damascenone,Adams Essential Oil Components,experiment
1365,neryl acetate,Lucero 2009,experiment
1365,p-menthadienhydroperoxide,Flavornet,experiment
1366,(E)-2-undecenal,Flavornet,experiment
1366,γ-Nonalactone,Flavornet,experiment
1367,cis-mentholactone,Adams Essential Oil Components,experiment
1368,cyclosativene,Lucero 2009,experiment
1368,cis-carvyl acetate,Adams Essential Oil Components,experiment
1368,hydrocinnamyl acetate,Adams Essential Oil Components,experiment
1368,2-methyl-undecanal,Adams Essential Oil Components,experiment
1369,cyclosativene,Lucero 2009,experiment
1369,dihydro eugenol,Adams Essential Oil Components,experiment
1369,furfuryl hexanoate,Adams Essential Oil Components,experiment
1369,piperitenone oxide,Adams Essential Oil Components,experiment
1370,n-undecanol,Adams Essential Oil Components,experiment
1371,"5-acetyl-2,3-1H-pyrrolizine",Flavornet,estimate
1371,undecanol,Flavornet,estimate
1371,cyclosativene,Adams Essential Oil Components,experiment
1371,orcinol,Adams Essential Oil Components,experiment
1373,ylangene,Lucero 2009,experiment
1373,ylangene,Lucero 2009,experiment
1373,ylangene,Lucero 2009,experiment
1373,decanoic acid,Flavornet,experiment
1373,carvacrol acetate,Adams Essential Oil Components,experiment
1373,methyl p-anisate,Adams Essential Oil Components,experiment
1374,Angustifolenone,Adams Essential Oil Components,experiment
1374,Angustione,Adams Essential Oil Components,experiment
1374,longicyclene,Adams Essential Oil Components,experiment
1374,trans-metholactone,Adams Essential Oil Components,experiment
1375,(E)-2-undecenal,VOCbinbase,experiment
1375,Linalyl isobutyrate,Adams Essential Oil Components,experiment
1375,α-ylangene,Adams Essential Oil Components,experiment
1376,α-Copaene,Lucero 2009,experiment
1376,α-Copaene,Lucero 2009,experiment
1376,silphiperfol-6-ene,Lucero 2009,experiment
1376,isoledene,Adams Essential Oil Components,experiment
1376,E-isosafrole,Adams Essential Oil Components,experiment
1377,α-Copaene,Lucero 2009,experiment
1377,α-Copaene,Lucero 2009,experiment
1377,α-Copaene,Lucero 2009,experiment
1377,α-Copaene,Flavornet,experiment
1377,biphenyl,Adams Essential Oil Components,experiment
1377,α-Copaene,Adams Essential Oil Components,experiment
1377,"1,1-dimethoxy-decane",Adams Essential Oil Components,experiment
1378,5-amyltetrahydrofuran-2-one,VOCbinbase,experiment
1378,Z-ethyl cinnamate,Adams Essential Oil Components,experiment
1379,hexyl hexanoate,Flavornet,experiment
1379,methyl cinnamate,Flavornet,experiment
1379,E-methyl cinnamate,Adams Essential Oil Components,experiment
1379,silphiperfol-6-ene,Adams Essential Oil Components,experiment
1380,"trans-4,5-Epoxy-(E)-2-decenal",Flavornet,experiment
1380,allyl nonanoate,Adams Essential Oil Components,experiment
1380,"3,4-dihydro-coumarin",Adams Essential Oil Components,experiment
1381,(Z)-3-hexenyl hexanoate,Flavornet,experiment
1381,β-Maaliene,Lucero 2009,experiment
1381,p-menthadienhydroperoxide,Flavornet,experiment
1381,8-epi-dictamnol,Adams Essential Oil Components,experiment
1381,geranyl acetate,Adams Essential Oil Components,experiment
1381,β-Patchoulene,Adams Essential Oil Components,experiment
1382,geranyl acetate,Flavornet,experiment
1382,daucene,Adams Essential Oil Components,experiment
1382,ethyl-4E-decenoate,Adams Essential Oil Components,experiment
1382,β-Maaliene,Adams Essential Oil Components,experiment
1383,(E)-β-Damascone,Lucero 2009,experiment
1383,"(E,Z)-3,6-nonadien-1-ol",Flavornet,estimate
1383,"3,7-dimethylocta-2,6-dienyl acetate",VOCbinbase,experiment
1383,dehydro-Angustione,Adams Essential Oil Components,experiment
1383,ethyl-2-nonynoate,Adams Essential Oil Components,experiment
1383,β-panasinsene,Adams Essential Oil Components,experiment
1383,1-phenyl-4-methyl-pentan-3-one,Adams Essential Oil Components,experiment
1383,skatole,Adams Essential Oil Components,experiment
1384,(E)-β-Damascone,Lucero 2009,experiment
1384,β-bourbenene,Lucero 2009,experiment
1384,hexyl hexanoate,Adams Essential Oil Components,experiment
1384,modheph-2-ene,Adams Essential Oil Components,experiment
1385,"2-Hexenoic acid, 3-hexenyl ester, (E,Z)-",VOCbinbase,experiment
1385,β-bourbenene,Lucero 2009,experiment
1385,β-bourbenene,Lucero 2009,experiment
1385,β-bourbenene,Lucero 2009,experiment
1385,"1-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-buten-1-one",Adams Essential Oil Components,experiment
1385,Isobornyl propionate,Adams Essential Oil Components,experiment
1386,β-Damascenone,Flavornet,experiment
1386,isocomene,Lucero 2009,experiment
1387,isocomene,Lucero 2009,experiment
1387,skatole,Flavornet,experiment
1387,(Z)-β-damascone,Adams Essential Oil Components,experiment
1387,trans-myrtanol acetate,Adams Essential Oil Components,experiment
1387,"4a-α,7-α, 7a-β-nepetalactone",Adams Essential Oil Components,experiment
1387,δ-Nonalactone,Adams Essential Oil Components,experiment
1388,butyl octanoate,Flavornet,estimate
1388,beta-bourbonene,Adams Essential Oil Components,experiment
1388,β-Cubebene,Adams Essential Oil Components,experiment
1388,α-Isocomene,Adams Essential Oil Components,experiment
1389,[(Z)-hex-3-enyl] (Z)-hex-3-enoate,VOCbinbase,experiment
1389,"(2,4,4-trimethyl-3-oxidanyl-pentyl) 2-methylpropanoate",VOCbinbase,experiment
1389,dehydro-ar-ionene,Flavornet,estimate
1389,β-Cubebene,Lucero 2009,experiment
1389,isolongifolene,Lucero 2009,experiment
1389,styrene glycol,Flavornet,estimate
1389,Z-cinnamyl acetate,Adams Essential Oil Components,experiment
1389,α-Duprezianene,Adams Essential Oil Components,experiment
1389,1-tetradecene,Adams Essential Oil Components,experiment
1390,iso-longifolene,Adams Essential Oil Components,experiment
1391,β-Cubebene,Lucero 2009,experiment
1391,β-Cubebene,Lucero 2009,experiment
1391,3-dodecanone,Adams Essential Oil Components,experiment
1391,beta-elemene,Adams Essential Oil Components,experiment
1391,E-jasmone,Adams Essential Oil Components,experiment
1391,7-epi-sesquithujene,Adams Essential Oil Components,experiment
1391,"Thiazole-5-ethanol, 4-methyl, acetate",Adams Essential Oil Components,experiment
1392,α-Ionol,VOCbinbase,experiment
1392,(Z)-β-Elemene,Lucero 2009,experiment
1392,(Z)-β-Elemene,Lucero 2009,experiment
1392,"4a-α, 7-β,7a-α-nepetalactone",Adams Essential Oil Components,experiment
1392,sativene,Adams Essential Oil Components,experiment
1393,(Z)-β-Elemene,Flavornet,experiment
1393,isobornyl propionate,Flavornet,estimate
1393,α-(E)-Damascone,Adams Essential Oil Components,experiment
1393,Z-jasmone,Adams Essential Oil Components,experiment
1394,cis-jasmone,Lucero 2009,experiment
1394,methyl perillate,Adams Essential Oil Components,experiment
1394,Phenethyl isobutyrate,Adams Essential Oil Components,experiment
1394,vanillin,Adams Essential Oil Components,experiment
1395,ethyl geranate,Adams Essential Oil Components,experiment
1396,Z-jasmone,Lucero 2009,experiment
1396,ethyl decanoate,Adams Essential Oil Components,experiment
1397,1-tetradecene,VOCbinbase,experiment
1397,5-Ethyl-4-hydroxy-2-methyl-3(2H)-furanone,Flavornet,estimate
1398,ethyl decanoate,VOCbinbase,experiment
1398,ethyl decanoate,Flavornet,experiment
1398,Trimenal,Adams Essential Oil Components,experiment
1399,Di-epi-α-cedrene,Lucero 2009,experiment
1399,cyperene,Adams Essential Oil Components,experiment
1400,β-Damascenone,VOCbinbase,experiment
1400,"2,4-Dithiapentane",Flavornet,experiment
1400,tetradecane,Flavornet,experiment
1400,n-tetradecane,Adams Essential Oil Components,experiment
1401,β-Longipinene,Adams Essential Oil Components,experiment
1402,cis-linalool pyran oxide,Flavornet,estimate
1402,methyleugenol,Lucero 2009,experiment
1402,iso-italicene,Adams Essential Oil Components,experiment
1403,italicene,Lucero 2009,experiment
1403,methyleugenol,Lucero 2009,experiment
1403,α-funebrene,Adams Essential Oil Components,experiment
1404,2-dodecanone,VOCbinbase,experiment
1404,longifolene,Lucero 2009,experiment
1404,methyl eugenol,Adams Essential Oil Components,experiment
1405,tetradecane,VOCbinbase,experiment
1405,β-Isocomene,Lucero 2009,experiment
1406,italicene,Adams Essential Oil Components,experiment
1406,methyl-n-methyl anthranilate,Adams Essential Oil Components,experiment
1407,methyl eugenol,Flavornet,experiment
1407,β-Isocomene,Adams Essential Oil Components,experiment
1407,Z-isoeugenol,Adams Essential Oil Components,experiment
1408,decyl alcohol,Flavornet,experiment
1408,n-dodecanal,Lucero 2009,experiment
1408,decyl acetate,Adams Essential Oil Components,experiment
1408,longifolene,Adams Essential Oil Components,experiment
1409,lauric aldehyde,Flavornet,experiment
1409,Z-caryophyllene,Adams Essential Oil Components,experiment
1409,(E)-2-Decenyl acetate,Adams Essential Oil Components,experiment
1409,dodecanal,Adams Essential Oil Components,experiment
1410,α-Gurjunene,Lucero 2009,experiment
1410,vanillin,Flavornet,experiment
1410,citronellyl oxy-acetaldehyde,Adams Essential Oil Components,experiment
1410,α-Gurgujene,Adams Essential Oil Components,experiment
1411,α-Cedrene,Lucero 2009,experiment
1411,α-Cedrene,Lucero 2009,experiment
1411,8-hydroxycarvotanacetone,VOCbinbase,experiment
1411,carvyl acetate,Flavornet,estimate
1412,α-Cedrene,Lucero 2009,experiment
1412,geosmin,Flavornet,experiment
1412,α-Gurjunene,Flavornet,experiment
1412,α-Cedrene,Adams Essential Oil Components,experiment
1412,α-thujaplicin,Adams Essential Oil Components,experiment
1413,"Benzenemethanol, 4-methoxy-, acetate",Adams Essential Oil Components,experiment
1413,cis-α-Bergamotene,Adams Essential Oil Components,experiment
1414,Isocaryophyllene,VOCbinbase,experiment
1414,"3,5-dimethyl-1-hexyn-3-ol",VOCbinbase,experiment
1414,(E)-β-Damascone,Adams Essential Oil Components,experiment
1414,cis-nerone,Adams Essential Oil Components,experiment
1415,(E)-β-Damascone,Flavornet,experiment
1415,cis-α-Bergamotene,Lucero 2009,experiment
1415,ethyl hydroquinone,Adams Essential Oil Components,experiment
1415,β-funebrene,Adams Essential Oil Components,experiment
1416,ethyl-anthranilate,Adams Essential Oil Components,experiment
1416,cis-threo-Davanafuran,Adams Essential Oil Components,experiment
1417,(-)-β-Bourbonene,Flavornet,estimate
1417,trans-alpha-Ambrinol,Adams Essential Oil Components,experiment
1417,"4,8-alpha-epoxy-caryophyllane",Adams Essential Oil Components,experiment
1417,sesquithujene,Adams Essential Oil Components,experiment
1418,dicyclohexyl amine,Adams Essential Oil Components,experiment
1418,α-Santalene,Adams Essential Oil Components,experiment
1419,dodecanal,VOCbinbase,experiment
1419,β-Caryophyllene,Lucero 2009,experiment
1419,β-Caryophyllene,Lucero 2009,experiment
1419,β-Caryophyllene,Lucero 2009,experiment
1419,β-Caryophyllene,Lucero 2009,experiment
1419,E-caryophyllene,Adams Essential Oil Components,experiment
1420,β-Caryophyllene,Lucero 2009,experiment
1420,β-Caryophyllene,Lucero 2009,experiment
1420,β-Caryophyllene,Lucero 2009,experiment
1421, β-Cedrene,Adams Essential Oil Components,experiment
1421,E-trimenal,Adams Essential Oil Components,experiment
1421,β-ylangene,Adams Essential Oil Components,experiment
1422,α-Ionone,Flavornet,experiment
1422,"Carvyl propionate, cis-",Adams Essential Oil Components,experiment
1423,"1,4-dimethoxy-2-methyl-5-propan-2-ylbenzene",VOCbinbase,experiment
1423,"cymen-7-ol acetate, p-",Adams Essential Oil Components,experiment
1423,β-Duprezianene,Adams Essential Oil Components,experiment
1423,lavandulyl isobutanoate,Adams Essential Oil Components,experiment
1423,linalyl butanoate,Adams Essential Oil Components,experiment
1423,p-menth-1-en-9-ol acetate,Adams Essential Oil Components,experiment
1424,carvone hydrate,Adams Essential Oil Components,experiment
1425,γ-Elemene,Flavornet,experiment
1425,allyl cyclohexyl propanoate,Adams Essential Oil Components,experiment
1425,"4,8-beta-epoxy-caryophyllane",Adams Essential Oil Components,experiment
1425,isobutyl salicylate,Adams Essential Oil Components,experiment
1425,mefranal,Adams Essential Oil Components,experiment
1425,1-phenyl hexan-3-one,Adams Essential Oil Components,experiment
1426,nopyl acetate,Adams Essential Oil Components,experiment
1427,"2,5-Dimethoxy-p-cymene",Adams Essential Oil Components,experiment
1427,methyl undecanoate,Adams Essential Oil Components,experiment
1429,methyl undecanoate,VOCbinbase,experiment
1430,β-Copaene,Lucero 2009,experiment
1430,dictamnol,Adams Essential Oil Components,experiment
1430,(E)-α-Ionone,Adams Essential Oil Components,experiment
1431,trans-α-Bergamotene,Flavornet,experiment
1431,"1-(2,6,6-trimethylcyclohexen-1-yl)but-2-en-1-one",VOCbinbase,experiment
1431,cis-thujopsene,Adams Essential Oil Components,experiment
1431.4771848415,caryophyllene,marie standards,experiment
1433,xanthostemone,Adams Essential Oil Components,experiment
1434,coumarin,Adams Essential Oil Components,experiment
1434,β-Gurjunene,Adams Essential Oil Components,experiment
1434,isobornyl isobutyrate,Adams Essential Oil Components,experiment
1435,trans-α-Bergamotene,Lucero 2009,experiment
1435,endo-Arbozol,Adams Essential Oil Components,experiment
1435,trans-α-Bergamotene,Adams Essential Oil Components,experiment
1436,ethyl salicylate,Flavornet,estimate
1436,β-Selinene,Flavornet,estimate
1436,neryl acetone,Adams Essential Oil Components,experiment
1437,"1,4-dimethyl-7-propan-2-yl-1,2,3,4,5,8-hexahydroazulene",VOCbinbase,experiment
1437,linalyl butyrate,Flavornet,estimate
1437,trans-α-Bergamotene,Lucero 2009,experiment
1437,trans-α-Bergamotene,Lucero 2009,experiment
1437,trans-α-Bergamotene,Lucero 2009,experiment
1437,γ-Elemene,Adams Essential Oil Components,experiment
1438,isocaryophyllene,Flavornet,estimate
1438,trans-α-Bergamotene,Lucero 2009,experiment
1439,coumarin,Flavornet,experiment
1439,β-Humulene,Adams Essential Oil Components,experiment
1439,"lavandulyl acetate, hydroxydihydro-",Adams Essential Oil Components,experiment
1440,α-Guaiene,Lucero 2009,experiment
1440,aromadendrene,Lucero 2009,experiment
1440,α-Guaiene,Adams Essential Oil Components,experiment
1440,hyacinth body #3,Adams Essential Oil Components,experiment
1441,cis-alpha-Ambrinol,Adams Essential Oil Components,experiment
1441,Aromadendrene,Adams Essential Oil Components,experiment
1441,2-methyl butyl benzoate,Adams Essential Oil Components,experiment
1441,trans-nerone,Adams Essential Oil Components,experiment
1441,2-phenyl ethyl butanoate,Adams Essential Oil Components,experiment
1441,2-phenyl propyl isobutanoate,Adams Essential Oil Components,experiment
1443,(Z)-β farnesene,Adams Essential Oil Components,experiment
1443,"2,6-dimethoxy phenol acetate",Adams Essential Oil Components,experiment
1444,cedrane,Adams Essential Oil Components,experiment
1445,β-Farnesene,Flavornet,experiment
1446,cis-β-Farnesene,Lucero 2009,experiment
1446,Bakerol,Adams Essential Oil Components,experiment
1446,E-cinnamyl acetate,Adams Essential Oil Components,experiment
1446,citronellyl propanoate,Adams Essential Oil Components,experiment
1446,"trans,cis-iridolactone",Adams Essential Oil Components,experiment
1446,1-methoxy-naphthalene,Adams Essential Oil Components,experiment
1446,Prenyllimonene,Adams Essential Oil Components,experiment
1446,silphinene,Adams Essential Oil Components,experiment
1447,4-Methylthiobutyl isothiocyanate,Flavornet,experiment
1447,Cabreuva oxide A,Adams Essential Oil Components,experiment
1447,"(Z,E)-2,6-dodecadienal",Adams Essential Oil Components,experiment
1447,Epi-β-Santalene,Adams Essential Oil Components,experiment
1447,seychellene,Adams Essential Oil Components,experiment
1447,vanillyl alcohol,Adams Essential Oil Components,experiment
1447,vestitenone,Adams Essential Oil Components,experiment
1448,geranyl acetone,Flavornet,estimate
1450,epi-cedrane,Adams Essential Oil Components,experiment
1450,"cis-muurola-3,5-diene",Adams Essential Oil Components,experiment
1451,α-Himachalene,Adams Essential Oil Components,experiment
1451,E-isoeugenol,Adams Essential Oil Components,experiment
1451,2-pentadecanone,Adams Essential Oil Components,experiment
1452,davana ether,Adams Essential Oil Components,experiment
1453,α-Guaiene,Flavornet,experiment
1453.0436959347,geranyl acetone,Lucero 2009,experiment
1454,α-Humulene,Lucero 2009,experiment
1454,α-Humulene,Lucero 2009,experiment
1454,α-Humulene,Lucero 2009,experiment
1454,α-Humulene,Lucero 2009,experiment
1454,exo-Arbozol,Adams Essential Oil Components,experiment
1454,E-cinnamic acid,Adams Essential Oil Components,experiment
1454,α-Neoclovene,Adams Essential Oil Components,experiment
1454,Z-methyl isoeugenol,Adams Essential Oil Components,experiment
1454,"trans-muurola-3,5-diene",Adams Essential Oil Components,experiment
1455,α-Humulene,Lucero 2009,experiment
1455,γ-Selinene,Flavornet,estimate
1455,geranyl acetone,Adams Essential Oil Components,experiment
1455,α-Humulene,Adams Essential Oil Components,experiment
1455,khusimene,Adams Essential Oil Components,experiment
1455,neryl propanoate,Adams Essential Oil Components,experiment
1455,ethyl-vanillin,Adams Essential Oil Components,experiment
1456,wine lactone,Flavornet,experiment
1456,trans-Carvyl propionate,Adams Essential Oil Components,experiment
1457,(E)-β-farnesene,Adams Essential Oil Components,experiment
1457,α-Patchoulene,Adams Essential Oil Components,experiment
1458,trans-β-Farnesene,Lucero 2009,experiment
1458,α-Humulene,Lucero 2009,experiment
1459,trans-β-Farnesene,Lucero 2009,experiment
1459,sesquisabinene,Lucero 2009,experiment
1460,"(5E)-6,10-dimethyl-2-undeca-5,9-dienone",VOCbinbase,experiment
1460,allo-Aromadendrene,Adams Essential Oil Components,experiment
1460,croweacin,Adams Essential Oil Components,experiment
1460,(Z)-4-decenal diethyl acetal ,Adams Essential Oil Components,experiment
1460,Prenyllimonene,Adams Essential Oil Components,experiment
1460,β-Santalene,Adams Essential Oil Components,experiment
1460,sesquisabinene,Adams Essential Oil Components,experiment
1461,seychellene,Lucero 2009,experiment
1461,cyclamen aldehyde,Adams Essential Oil Components,experiment
1462,2-dodecenal,Flavornet,experiment
1462,allo-aromadendrene,Lucero 2009,experiment
1463,6-demethoxy-Ageratochromene,Adams Essential Oil Components,experiment
1463,dehydro-Aromadendrane,Adams Essential Oil Components,experiment
1464,Acoradiene,Lucero 2009,experiment
1464,isogeraniol,Flavornet,estimate
1464,Cabreuva oxide B,Adams Essential Oil Components,experiment
1466,alpha-Acoradiene,Adams Essential Oil Components,experiment
1466,Acoradiene,Adams Essential Oil Components,experiment
1466,9-epi-E-caryophyllene,Adams Essential Oil Components,experiment
1466,2E-dodecenal,Adams Essential Oil Components,experiment
1467,butyl decanoate,Flavornet,estimate
1467,cinnamic acid,Flavornet,estimate
1467,α-Humulene,Flavornet,experiment
1467,caryophyllene,Flavornet,experiment
1467,γ-Decalactone,Adams Essential Oil Components,experiment
1467,E-ethyl cinnamate,Adams Essential Oil Components,experiment
1467,ishwarane,Adams Essential Oil Components,experiment
1467,"cis-muurola-4(14),5-diene",Adams Essential Oil Components,experiment
1468,thujopsadiene,Adams Essential Oil Components,experiment
1469,"(4R,4aR,6R)-4,4a-dimethyl-6-(1-methylethenyl)-2,3,4,5,6,7-hexahydro-1H-naphthalene",VOCbinbase,experiment
1469,Diethyl Phthalate,VOCbinbase,experiment
1469,"drima-7,9(11)-diene",Lucero 2009,experiment
1469,ethyl cinnamate,Flavornet,experiment
1469,δ-Decalactone,Flavornet,experiment
1469,Cabreuva oxide C,Adams Essential Oil Components,experiment
1469,"ethyl-(2E,4Z)-decadienoate",Adams Essential Oil Components,experiment
1469,furfuryl heptanoate,Adams Essential Oil Components,experiment
1469,D-Neomenthyl-D-lactate,Adams Essential Oil Components,experiment
1469.064191802,α-Humulene,marie standards,experiment
1471,β-Acoradiene,Adams Essential Oil Components,experiment
1471,n-dodecanol,Adams Essential Oil Components,experiment
1471,"salicylic acid, butyl ester",Adams Essential Oil Components,experiment
1471,dehydro-sesquicineole,Adams Essential Oil Components,experiment
1472,γ-Decalactone,Flavornet,experiment
1472,(E)2-Dodecen-1-ol,Adams Essential Oil Components,experiment
1473,γ-Gurjunene,Lucero 2009,experiment
1473,"drim-7,9(11)-diene",Adams Essential Oil Components,experiment
1473,"7-epi-1,2-dehydro sesquicineole",Adams Essential Oil Components,experiment
1473,α-Terpinyl isobutyrate,Adams Essential Oil Components,experiment
1474,β-Cadinene,Lucero 2009,experiment
1474,γ-Gurjunene,Lucero 2009,experiment
1474,β-Cadinene,Lucero 2009,experiment
1475,aromadendrene,Flavornet,estimate
1475,γ-Muurolene,Flavornet,experiment
1475,"trans-cadina-1,(6),4-diene",Lucero 2009,experiment
1475,isobornyl n-butanoate,Adams Essential Oil Components,experiment
1476,5-(6-methylhept-5-en-2-yl)-2-methylidenebicyclo[3.1.0]hexane,VOCbinbase,experiment
1476,γ-Muurolene,Lucero 2009,experiment
1476,γ-Muurolene,Lucero 2009,experiment
1476,(E)-4-decenal diethyl acetal ,Adams Essential Oil Components,experiment
1477,5-Hydroxy-2-decenoic acid δ-lactone,Flavornet,experiment
1477,γ-Muurolene,Lucero 2009,experiment
1477,"trans-cadina-1(6),4-diene",Adams Essential Oil Components,experiment
1477,γ-Gurjunene,Adams Essential Oil Components,experiment
1477,β-Thujaplicin,Adams Essential Oil Components,experiment
1478,linalyl isovalerate,Flavornet,estimate
1478,allyl decanoate,Adams Essential Oil Components,experiment
1478, β-Chamigrene,Adams Essential Oil Components,experiment
1478,geranyl propanoate,Adams Essential Oil Components,experiment
1478,pentyl benzoate,Adams Essential Oil Components,experiment
1479,asaricin,Flavornet,experiment
1479,"ethyl-(E,Z)-2,4-decadienoate",Flavornet,experiment
1479,curcumene,Lucero 2009,experiment
1480,germacrene D,Lucero 2009,experiment
1480,"trans-4,10-epoxy-Amorphane",Adams Essential Oil Components,experiment
1480,Cabreuva oxide D,Adams Essential Oil Components,experiment
1480,γ-Muurolene,Adams Essential Oil Components,experiment
1481,germacrene D,Lucero 2009,experiment
1481,curcumene,Lucero 2009,experiment
1481,ar-curcumene,Adams Essential Oil Components,experiment
1482,α-cyclogeranyl acetate,Adams Essential Oil Components,experiment
1482,methyl γ-Ionone,Adams Essential Oil Components,experiment
1483,AR-curcumene,Lucero 2009,experiment
1483,beta-guaiene,Flavornet,experiment
1483,"cis-4,10-epoxy-Amorphane",Adams Essential Oil Components,experiment
1483,Citronellyl isobutyrate,Adams Essential Oil Components,experiment
1483,γ-Himachelene,Adams Essential Oil Components,experiment
1483,menthyl lactate,Adams Essential Oil Components,experiment
1483,aceto-vanillone,Adams Essential Oil Components,experiment
1483.4493426141,β-Ionone,marie standards,experiment
1484,1-dodecanol,VOCbinbase,experiment
1484,β-Ionone,Flavornet,experiment
1484,2-Phenylpropyl butyrate,Adams Essential Oil Components,experiment
1484,γ-thujaplicin,Adams Essential Oil Components,experiment
1485,β-Ionone,Lucero 2009,experiment
1485,germacrene D,Lucero 2009,experiment
1485,germacrene D,Lucero 2009,experiment
1485,β-Selinene,Lucero 2009,experiment
1485,selinene,Lucero 2009,experiment
1485,"Naphthalene, 1,2,4a,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-",Adams Essential Oil Components,experiment
1485,germacrene D,Adams Essential Oil Components,experiment
1486,AR-curcumene,Lucero 2009,experiment
1486,citronellyl isobutyrate,Flavornet,estimate
1486,β-Selinene,Lucero 2009,experiment
1486,p-coumaric acid,Flavornet,estimate
1486,p-menth-1-en-9-ol,Flavornet,experiment
1486,p-menth-1-en-9-yl acetate,Flavornet,estimate
1487,germacrene D,Flavornet,experiment
1487,Benzyl acetylacetate,Adams Essential Oil Components,experiment
1487,phenyl ethyl 2-methylbutanoate,Adams Essential Oil Components,experiment
1488,β-Guaiene,Lucero 2009,experiment
1489,butylated hydroxyanisole,Adams Essential Oil Components,experiment
1489,(E)-β-Ionone,Adams Essential Oil Components,experiment
1489,Z-jasmolactone,Adams Essential Oil Components,experiment
1490,"(4S)-1-methyl-4-[(1R,2S)-1-methyl-2-(1-methylethenyl)cyclobutyl]cyclohexene",VOCbinbase,experiment
1490,"2-Propenoic acid, 3-phenyl-, ethyl ester, (E)-",VOCbinbase,experiment
1490,bornyl butyrate,Flavornet,estimate
1490,β-Guaiene,Lucero 2009,experiment
1490,undecylic acid,Flavornet,experiment
1490,valencene,Flavornet,experiment
1490,"Calamenene-1,11-epoxide",Adams Essential Oil Components,experiment
1490,"cis-eudesma-6,11-diene",Adams Essential Oil Components,experiment
